date,open,close,Name
2015-08-06,115.97,115.13,AAPL
2015-08-07,114.58,115.52,AAPL
2015-08-10,116.53,119.72,AAPL
2015-08-11,117.81,113.49,AAPL
2015-08-12,112.53,115.24,AAPL
2015-08-13,116.04,115.15,AAPL
2015-08-14,114.32,115.96,AAPL
2015-08-17,116.04,117.16,AAPL
2015-08-18,116.43,116.5,AAPL
2015-08-19,116.1,115.01,AAPL
2015-08-20,114.08,112.65,AAPL
2015-08-21,110.43,105.76,AAPL
2015-08-24,94.87,103.12,AAPL
2015-08-25,111.11,103.74,AAPL
2015-08-26,107.085,109.69,AAPL
2015-08-27,112.25,112.92,AAPL
2015-08-28,112.17,113.29,AAPL
2015-08-31,112.13,112.76,AAPL
2015-09-01,110.18,107.72,AAPL
2015-09-02,110.0,112.34,AAPL
2015-09-03,112.49,110.37,AAPL
2015-09-04,108.97,109.27,AAPL
2015-09-08,111.65,112.31,AAPL
2015-09-09,113.76,110.15,AAPL
2015-09-10,110.27,112.57,AAPL
2015-09-11,111.79,114.21,AAPL
2015-09-14,116.58,115.31,AAPL
2015-09-15,115.93,116.28,AAPL
2015-09-16,116.25,116.41,AAPL
2015-09-17,115.66,113.92,AAPL
2015-09-18,112.21,113.45,AAPL
2015-09-21,113.67,115.21,AAPL
2015-09-22,113.38,113.4,AAPL
2015-09-23,113.63,114.32,AAPL
2015-09-24,113.25,115.0,AAPL
2015-09-25,116.44,114.71,AAPL
2015-09-28,113.85,112.44,AAPL
2015-09-29,112.83,109.06,AAPL
2015-09-30,110.17,110.3,AAPL
2015-10-01,109.07,109.58,AAPL
2015-10-02,108.01,110.38,AAPL
2015-10-05,109.88,110.78,AAPL
2015-10-06,110.63,111.31,AAPL
2015-10-07,111.74,110.78,AAPL
2015-10-08,110.19,109.5,AAPL
2015-10-09,110.0,112.12,AAPL
2015-10-12,112.73,111.6,AAPL
2015-10-13,110.82,111.79,AAPL
2015-10-14,111.29,110.21,AAPL
2015-10-15,110.93,111.86,AAPL
2015-10-16,111.78,111.04,AAPL
2015-10-19,110.8,111.73,AAPL
2015-10-20,111.34,113.77,AAPL
